A = 1, B = 0, descifrado = QVELSLSDJ
A = 1, B = 52, descifrado = QVELSLSDJ
A = 1, B = 53, descifrado = PUDKRKRCI
A = 1, B = 54, descifrado = OTCJQJQBH
A = 1, B = 55, descifrado = NSBIPIPAG
A = 1, B = 56, descifrado = MRAHOHOZF
A = 1, B = 57, descifrado = LQZGNGNYE
A = 1, B = 58, descifrado = KPYFMFMXD
A = 1, B = 59, descifrado = JOXELELWC
A = 1, B = 60, descifrado = INWDKDKVB
A = 1, B = 61, descifrado = HMVCJCJUA
A = 1, B = 62, descifrado = GLUBIBITZ
A = 1, B = 63, descifrado = FKTAHAHSY
A = 1, B = 64, descifrado = EJSZGZGRX
A = 1, B = 65, descifrado = DIRYFYFQW
A = 1, B = 66, descifrado = CHQXEXEPV
A = 1, B = 67, descifrado = BGPWDWDOU
A = 1, B = 68, descifrado = AFOVCVCNT
A = 1, B = 69, descifrado = ZENUBUBMS
A = 1, B = 70, descifrado = YDMTATALR
A = 1, B = 71, descifrado = XCLSZSZKQ
A = 1, B = 72, descifrado = WBKRYRYJP
A = 1, B = 73, descifrado = VAJQXQXIO
A = 1, B = 74, descifrado = UZIPWPWHN
A = 1, B = 75, descifrado = TYHOVOVGM
A = 1, B = 76, descifrado = SXGNUNUFL
A = 1, B = 77, descifrado = RWFMTMTEK
A = 1, B = 78, descifrado = QVELSLSDJ
A = 1, B = 79, descifrado = PUDKRKRCI
A = 1, B = 80, descifrado = OTCJQJQBH
A = 1, B = 81, descifrado = NSBIPIPAG
A = 1, B = 82, descifrado = MRAHOHOZF
A = 1, B = 83, descifrado = LQZGNGNYE
A = 1, B = 84, descifrado = KPYFMFMXD
A = 1, B = 85, descifrado = JOXELELWC
A = 1, B = 86, descifrado = INWDKDKVB
A = 1, B = 87, descifrado = HMVCJCJUA
A = 1, B = 88, descifrado = GLUBIBITZ
A = 1, B = 89, descifrado = FKTAHAHSY
A = 1, B = 90, descifrado = EJSZGZGRX
A = 1, B = 91, descifrado = DIRYFYFQW
A = 1, B = 92, descifrado = CHQXEXEPV
A = 1, B = 93, descifrado = BGPWDWDOU
A = 1, B = 94, descifrado = AFOVCVCNT
A = 1, B = 95, descifrado = ZENUBUBMS
A = 1, B = 96, descifrado = YDMTATALR
A = 1, B = 97, descifrado = XCLSZSZKQ
A = 1, B = 98, descifrado = WBKRYRYJP
A = 1, B = 99, descifrado = VAJQXQXIO
A = 1, B = 100, descifrado = UZIPWPWHN
A = 3, B = 0, descifrado = OHKVGVGBD
A = 3, B = 1, descifrado = FYBMXMXSU
A = 3, B = 2, descifrado = WPSDODOJL
A = 3, B = 3, descifrado = NGJUFUFAC
A = 3, B = 4, descifrado = EXALWLWRT
A = 3, B = 5, descifrado = VORCNCNIK
A = 3, B = 6, descifrado = MFITETEZB
A = 3, B = 7, descifrado = DWZKVKVQS
A = 3, B = 8, descifrado = UNQBMBMHJ
A = 3, B = 9, descifrado = LEHSDSDYA
A = 3, B = 10, descifrado = CVYJUJUPR
A = 3, B = 11, descifrado = TMPALALGI
A = 3, B = 12, descifrado = KDGRCRCXZ
A = 3, B = 13, descifrado = BUXITITOQ
A = 3, B = 14, descifrado = SLOZKZKFH
A = 3, B = 15, descifrado = JCFQBQBWY
A = 3, B = 16, descifrado = ATWHSHSNP
A = 3, B = 17, descifrado = RKNYJYJEG
A = 3, B = 18, descifrado = IBEPAPAVX
A = 3, B = 19, descifrado = ZSVGRGRMO
A = 3, B = 20, descifrado = QJMXIXIDF
A = 3, B = 21, descifrado = HADOZOZUW
A = 3, B = 22, descifrado = YRUFQFQLN
A = 3, B = 23, descifrado = PILWHWHCE
A = 3, B = 24, descifrado = GZCNYNYTV
A = 3, B = 25, descifrado = XQTEPEPKM
A = 3, B = 26, descifrado = OHKVGVGBD
A = 3, B = 27, descifrado = FYBMXMXSU
A = 3, B = 28, descifrado = WPSDODOJL
A = 3, B = 29, descifrado = NGJUFUFAC
A = 3, B = 30, descifrado = EXALWLWRT
A = 3, B = 31, descifrado = VORCNCNIK
A = 3, B = 32, descifrado = MFITETEZB
A = 3, B = 33, descifrado = DWZKVKVQS
A = 3, B = 34, descifrado = UNQBMBMHJ
A = 3, B = 35, descifrado = LEHSDSDYA
A = 3, B = 36, descifrado = CVYJUJUPR
A = 3, B = 37, descifrado = TMPALALGI
A = 3, B = 38, descifrado = KDGRCRCXZ
A = 3, B = 39, descifrado = BUXITITOQ
A = 3, B = 40, descifrado = SLOZKZKFH
A = 3, B = 41, descifrado = JCFQBQBWY
A = 3, B = 42, descifrado = ATWHSHSNP
A = 3, B = 43, descifrado = RKNYJYJEG
A = 3, B = 44, descifrado = IBEPAPAVX
A = 3, B = 45, descifrado = ZSVGRGRMO
A = 3, B = 46, descifrado = QJMXIXIDF
A = 3, B = 47, descifrado = HADOZOZUW
A = 3, B = 48, descifrado = YRUFQFQLN
A = 3, B = 49, descifrado = PILWHWHCE
A = 3, B = 50, descifrado = GZCNYNYTV
A = 3, B = 51, descifrado = XQTEPEPKM
A = 3, B = 52, descifrado = OHKVGVGBD
A = 3, B = 53, descifrado = FYBMXMXSU
A = 3, B = 54, descifrado = WPSDODOJL
A = 3, B = 55, descifrado = NGJUFUFAC
A = 3, B = 56, descifrado = EXALWLWRT
A = 3, B = 57, descifrado = VORCNCNIK
A = 3, B = 58, descifrado = MFITETEZB
A = 3, B = 59, descifrado = DWZKVKVQS
A = 3, B = 60, descifrado = UNQBMBMHJ
A = 3, B = 61, descifrado = LEHSDSDYA
A = 3, B = 62, descifrado = CVYJUJUPR
A = 3, B = 63, descifrado = TMPALALGI
A = 3, B = 64, descifrado = KDGRCRCXZ
A = 3, B = 65, descifrado = BUXITITOQ
A = 3, B = 66, descifrado = SLOZKZKFH
A = 3, B = 67, descifrado = JCFQBQBWY
A = 3, B = 68, descifrado = ATWHSHSNP
A = 3, B = 69, descifrado = RKNYJYJEG
A = 3, B = 70, descifrado = IBEPAPAVX
A = 3, B = 71, descifrado = ZSVGRGRMO
A = 3, B = 72, descifrado = QJMXIXIDF
A = 3, B = 73, descifrado = HADOZOZUW
A = 3, B = 74, descifrado = YRUFQFQLN
A = 3, B = 75, descifrado = PILWHWHCE
A = 3, B = 76, descifrado = GZCNYNYTV
A = 3, B = 77, descifrado = XQTEPEPKM
A = 3, B = 78, descifrado = OHKVGVGBD
A = 3, B = 79, descifrado = FYBMXMXSU
A = 3, B = 80, descifrado = WPSDODOJL
A = 3, B = 81, descifrado = NGJUFUFAC
A = 3, B = 82, descifrado = EXALWLWRT
A = 3, B = 83, descifrado = VORCNCNIK
A = 3, B = 84, descifrado = MFITETEZB
A = 3, B = 85, descifrado = DWZKVKVQS
A = 3, B = 86, descifrado = UNQBMBMHJ
A = 3, B = 87, descifrado = LEHSDSDYA
A = 3, B = 88, descifrado = CVYJUJUPR
A = 3, B = 89, descifrado = TMPALALGI
A = 3, B = 90, descifrado = KDGRCRCXZ
A = 3, B = 91, descifrado = BUXITITOQ
A = 3, B = 92, descifrado = SLOZKZKFH
A = 3, B = 93, descifrado = JCFQBQBWY
A = 3, B = 94, descifrado = ATWHSHSNP
A = 3, B = 95, descifrado = RKNYJYJEG
A = 3, B = 96, descifrado = IBEPAPAVX
A = 3, B = 97, descifrado = ZSVGRGRMO
A = 3, B = 98, descifrado = QJMXIXIDF
A = 3, B = 99, descifrado = HADOZOZUW
A = 3, B = 100, descifrado = YRUFQFQLN
A = 5, B = 0, descifrado = YZGXOXOLH
A = 5, B = 1, descifrado = DELCTCTQM
A = 5, B = 2, descifrado = IJQHYHYVR
A = 5, B = 3, descifrado = NOVMDMDAW
A = 5, B = 4, descifrado = STARIRIFB
A = 5, B = 5, descifrado = XYFWNWNKG
A = 5, B = 6, descifrado = CDKBSBSPL
A = 5, B = 7, descifrado = HIPGXGXUQ
A = 5, B = 8, descifrado = MNULCLCZV
A = 5, B = 9, descifrado = RSZQHQHEA
A = 5, B = 10, descifrado = WXEVMVMJF
A = 5, B = 11, descifrado = BCJARAROK
A = 5, B = 12, descifrado = GHOFWFWTP
A = 5, B = 13, descifrado = LMTKBKBYU
A = 5, B = 14, descifrado = QRYPGPGDZ
A = 5, B = 15, descifrado = VWDULULIE
A = 5, B = 16, descifrado = ABIZQZQNJ
A = 5, B = 17, descifrado = FGNEVEVSO
A = 5, B = 18, descifrado = KLSJAJAXT
A = 5, B = 19, descifrado = PQXOFOFCY
A = 5, B = 20, descifrado = UVCTKTKHD
A = 5, B = 21, descifrado = ZAHYPYPMI
A = 5, B = 22, descifrado = EFMDUDURN
A = 5, B = 23, descifrado = JKRIZIZWS
A = 5, B = 24, descifrado = OPWNENEBX
A = 5, B = 25, descifrado = TUBSJSJGC
A = 5, B = 26, descifrado = YZGXOXOLH
A = 5, B = 27, descifrado = DELCTCTQM
A = 5, B = 28, descifrado = IJQHYHYVR
A = 5, B = 29, descifrado = NOVMDMDAW
A = 5, B = 30, descifrado = STARIRIFB
A = 5, B = 31, descifrado = XYFWNWNKG
A = 5, B = 32, descifrado = CDKBSBSPL
A = 5, B = 33, descifrado = HIPGXGXUQ
A = 5, B = 34, descifrado = MNULCLCZV
A = 5, B = 35, descifrado = RSZQHQHEA
A = 5, B = 36, descifrado = WXEVMVMJF
A = 5, B = 37, descifrado = BCJARAROK
A = 5, B = 38, descifrado = GHOFWFWTP
A = 5, B = 39, descifrado = LMTKBKBYU
A = 5, B = 40, descifrado = QRYPGPGDZ
A = 5, B = 41, descifrado = VWDULULIE
A = 5, B = 42, descifrado = ABIZQZQNJ
A = 5, B = 43, descifrado = FGNEVEVSO
A = 5, B = 44, descifrado = KLSJAJAXT
A = 5, B = 45, descifrado = PQXOFOFCY
A = 5, B = 46, descifrado = UVCTKTKHD
A = 5, B = 47, descifrado = ZAHYPYPMI
A = 5, B = 48, descifrado = EFMDUDURN
A = 5, B = 49, descifrado = JKRIZIZWS
A = 5, B = 50, descifrado = OPWNENEBX
A = 5, B = 51, descifrado = TUBSJSJGC
A = 5, B = 52, descifrado = YZGXOXOLH
A = 5, B = 53, descifrado = DELCTCTQM
A = 5, B = 54, descifrado = IJQHYHYVR
A = 5, B = 55, descifrado = NOVMDMDAW
A = 5, B = 56, descifrado = STARIRIFB
A = 5, B = 57, descifrado = XYFWNWNKG
A = 5, B = 58, descifrado = CDKBSBSPL
A = 5, B = 59, descifrado = HIPGXGXUQ
A = 5, B = 60, descifrado = MNULCLCZV
A = 5, B = 61, descifrado = RSZQHQHEA
A = 5, B = 62, descifrado = WXEVMVMJF
A = 5, B = 63, descifrado = BCJARAROK
A = 5, B = 64, descifrado = GHOFWFWTP
A = 5, B = 65, descifrado = LMTKBKBYU
A = 5, B = 66, descifrado = QRYPGPGDZ
A = 5, B = 67, descifrado = VWDULULIE
A = 5, B = 68, descifrado = ABIZQZQNJ
A = 5, B = 69, descifrado = FGNEVEVSO
A = 5, B = 70, descifrado = KLSJAJAXT
A = 5, B = 71, descifrado = PQXOFOFCY
A = 5, B = 72, descifrado = UVCTKTKHD
A = 5, B = 73, descifrado = ZAHYPYPMI
A = 5, B = 74, descifrado = EFMDUDURN
A = 5, B = 75, descifrado = JKRIZIZWS
A = 5, B = 76, descifrado = OPWNENEBX
A = 5, B = 77, descifrado = TUBSJSJGC
A = 5, B = 78, descifrado = YZGXOXOLH
A = 5, B = 79, descifrado = DELCTCTQM
A = 5, B = 80, descifrado = IJQHYHYVR
A = 5, B = 81, descifrado = NOVMDMDAW
A = 5, B = 82, descifrado = STARIRIFB
A = 5, B = 83, descifrado = XYFWNWNKG
A = 5, B = 84, descifrado = CDKBSBSPL
A = 5, B = 85, descifrado = HIPGXGXUQ
A = 5, B = 86, descifrado = MNULCLCZV
A = 5, B = 87, descifrado = RSZQHQHEA
A = 5, B = 88, descifrado = WXEVMVMJF
A = 5, B = 89, descifrado = BCJARAROK
A = 5, B = 90, descifrado = GHOFWFWTP
A = 5, B = 91, descifrado = LMTKBKBYU
A = 5, B = 92, descifrado = QRYPGPGDZ
A = 5, B = 93, descifrado = VWDULULIE
A = 5, B = 94, descifrado = ABIZQZQNJ
A = 5, B = 95, descifrado = FGNEVEVSO
A = 5, B = 96, descifrado = KLSJAJAXT
A = 5, B = 97, descifrado = PQXOFOFCY
A = 5, B = 98, descifrado = UVCTKTKHD
A = 5, B = 99, descifrado = ZAHYPYPMI
A = 5, B = 100, descifrado = EFMDUDURN
A = 7, B = 0, descifrado = GDIJKJKTF
A = 7, B = 1, descifrado = ROTUVUVEQ
A = 7, B = 2, descifrado = CZEFGFGPB
A = 7, B = 3, descifrado = NKPQRQRAM
A = 7, B = 4, descifrado = YVABCBCLX
A = 7, B = 5, descifrado = JGLMNMNWI
A = 7, B = 6, descifrado = URWXYXYHT
A = 7, B = 7, descifrado = FCHIJIJSE
A = 7, B = 8, descifrado = QNSTUTUDP
A = 7, B = 9, descifrado = BYDEFEFOA
A = 7, B = 10, descifrado = MJOPQPQZL
A = 7, B = 11, descifrado = XUZABABKW
A = 7, B = 12, descifrado = IFKLMLMVH
A = 7, B = 13, descifrado = TQVWXWXGS
A = 7, B = 14, descifrado = EBGHIHIRD
A = 7, B = 15, descifrado = PMRSTSTCO
A = 7, B = 16, descifrado = AXCDEDENZ
A = 7, B = 17, descifrado = LINOPOPYK
A = 7, B = 18, descifrado = WTYZAZAJV
A = 7, B = 19, descifrado = HEJKLKLUG
A = 7, B = 20, descifrado = SPUVWVWFR
A = 7, B = 21, descifrado = DAFGHGHQC
A = 7, B = 22, descifrado = OLQRSRSBN
A = 7, B = 23, descifrado = ZWBCDCDMY
A = 7, B = 24, descifrado = KHMNONOXJ
A = 7, B = 25, descifrado = VSXYZYZIU
A = 7, B = 26, descifrado = GDIJKJKTF
A = 7, B = 27, descifrado = ROTUVUVEQ
A = 7, B = 28, descifrado = CZEFGFGPB
A = 7, B = 29, descifrado = NKPQRQRAM
A = 7, B = 30, descifrado = YVABCBCLX
A = 7, B = 31, descifrado = JGLMNMNWI
A = 7, B = 32, descifrado = URWXYXYHT
A = 7, B = 33, descifrado = FCHIJIJSE
A = 7, B = 34, descifrado = QNSTUTUDP
A = 7, B = 35, descifrado = BYDEFEFOA
A = 7, B = 36, descifrado = MJOPQPQZL
A = 7, B = 37, descifrado = XUZABABKW
A = 7, B = 38, descifrado = IFKLMLMVH
A = 7, B = 39, descifrado = TQVWXWXGS
A = 7, B = 40, descifrado = EBGHIHIRD
A = 7, B = 41, descifrado = PMRSTSTCO
A = 7, B = 42, descifrado = AXCDEDENZ
A = 7, B = 43, descifrado = LINOPOPYK
A = 7, B = 44, descifrado = WTYZAZAJV
A = 7, B = 45, descifrado = HEJKLKLUG
A = 7, B = 46, descifrado = SPUVWVWFR
A = 7, B = 47, descifrado = DAFGHGHQC
A = 7, B = 48, descifrado = OLQRSRSBN
A = 7, B = 49, descifrado = ZWBCDCDMY
A = 7, B = 50, descifrado = KHMNONOXJ
A = 7, B = 51, descifrado = VSXYZYZIU
A = 7, B = 52, descifrado = GDIJKJKTF
A = 7, B = 53, descifrado = ROTUVUVEQ
A = 7, B = 54, descifrado = CZEFGFGPB
A = 7, B = 55, descifrado = NKPQRQRAM
A = 7, B = 56, descifrado = YVABCBCLX
A = 7, B = 57, descifrado = JGLMNMNWI
A = 7, B = 58, descifrado = URWXYXYHT
A = 7, B = 59, descifrado = FCHIJIJSE
A = 7, B = 60, descifrado = QNSTUTUDP
A = 7, B = 61, descifrado = BYDEFEFOA
A = 7, B = 62, descifrado = MJOPQPQZL
A = 7, B = 63, descifrado = XUZABABKW
A = 7, B = 64, descifrado = IFKLMLMVH
A = 7, B = 65, descifrado = TQVWXWXGS
A = 7, B = 66, descifrado = EBGHIHIRD
A = 7, B = 67, descifrado = PMRSTSTCO
A = 7, B = 68, descifrado = AXCDEDENZ
A = 7, B = 69, descifrado = LINOPOPYK
A = 7, B = 70, descifrado = WTYZAZAJV
A = 7, B = 71, descifrado = HEJKLKLUG
A = 7, B = 72, descifrado = SPUVWVWFR
A = 7, B = 73, descifrado = DAFGHGHQC
A = 7, B = 74, descifrado = OLQRSRSBN
A = 7, B = 75, descifrado = ZWBCDCDMY
A = 7, B = 76, descifrado = KHMNONOXJ
A = 7, B = 77, descifrado = VSXYZYZIU
A = 7, B = 78, descifrado = GDIJKJKTF
A = 7, B = 79, descifrado = ROTUVUVEQ
A = 7, B = 80, descifrado = CZEFGFGPB
A = 7, B = 81, descifrado = NKPQRQRAM
A = 7, B = 82, descifrado = YVABCBCLX
A = 7, B = 83, descifrado = JGLMNMNWI
A = 7, B = 84, descifrado = URWXYXYHT
A = 7, B = 85, descifrado = FCHIJIJSE
A = 7, B = 86, descifrado = QNSTUTUDP
A = 7, B = 87, descifrado = BYDEFEFOA
A = 7, B = 88, descifrado = MJOPQPQZL
A = 7, B = 89, descifrado = XUZABABKW
A = 7, B = 90, descifrado = IFKLMLMVH
A = 7, B = 91, descifrado = TQVWXWXGS
A = 7, B = 92, descifrado = EBGHIHIRD
A = 7, B = 93, descifrado = PMRSTSTCO
A = 7, B = 94, descifrado = AXCDEDENZ
A = 7, B = 95, descifrado = LINOPOPYK
A = 7, B = 96, descifrado = WTYZAZAJV
A = 7, B = 97, descifrado = HEJKLKLUG
A = 7, B = 98, descifrado = SPUVWVWFR
A = 7, B = 99, descifrado = DAFGHGHQC
A = 7, B = 100, descifrado = OLQRSRSBN
A = 9, B = 0, descifrado = WLMHCHCJB
A = 9, B = 1, descifrado = TIJEZEZGY
A = 9, B = 2, descifrado = QFGBWBWDV
A = 9, B = 3, descifrado = NCDYTYTAS
A = 9, B = 4, descifrado = KZAVQVQXP
A = 9, B = 5, descifrado = HWXSNSNUM
A = 9, B = 6, descifrado = ETUPKPKRJ
A = 9, B = 7, descifrado = BQRMHMHOG
A = 9, B = 8, descifrado = YNOJEJELD
A = 9, B = 9, descifrado = VKLGBGBIA
A = 9, B = 10, descifrado = SHIDYDYFX
A = 9, B = 11, descifrado = PEFAVAVCU
A = 9, B = 12, descifrado = MBCXSXSZR
A = 9, B = 13, descifrado = JYZUPUPWO
A = 9, B = 14, descifrado = GVWRMRMTL
A = 9, B = 15, descifrado = DSTOJOJQI
A = 9, B = 16, descifrado = APQLGLGNF
A = 9, B = 17, descifrado = XMNIDIDKC
A = 9, B = 18, descifrado = UJKFAFAHZ
A = 9, B = 19, descifrado = RGHCXCXEW
A = 9, B = 20, descifrado = ODEZUZUBT
A = 9, B = 21, descifrado = LABWRWRYQ
A = 9, B = 22, descifrado = IXYTOTOVN
A = 9, B = 23, descifrado = FUVQLQLSK
A = 9, B = 24, descifrado = CRSNINIPH
A = 9, B = 25, descifrado = ZOPKFKFME
A = 9, B = 26, descifrado = WLMHCHCJB
A = 9, B = 27, descifrado = TIJEZEZGY
A = 9, B = 28, descifrado = QFGBWBWDV
A = 9, B = 29, descifrado = NCDYTYTAS
A = 9, B = 30, descifrado = KZAVQVQXP
A = 9, B = 31, descifrado = HWXSNSNUM
A = 9, B = 32, descifrado = ETUPKPKRJ
A = 9, B = 33, descifrado = BQRMHMHOG
A = 9, B = 34, descifrado = YNOJEJELD
A = 9, B = 35, descifrado = VKLGBGBIA
A = 9, B = 36, descifrado = SHIDYDYFX
A = 9, B = 37, descifrado = PEFAVAVCU
A = 9, B = 38, descifrado = MBCXSXSZR
A = 9, B = 39, descifrado = JYZUPUPWO
A = 9, B = 40, descifrado = GVWRMRMTL
A = 9, B = 41, descifrado = DSTOJOJQI
A = 9, B = 42, descifrado = APQLGLGNF
A = 9, B = 43, descifrado = XMNIDIDKC
A = 9, B = 44, descifrado = UJKFAFAHZ
A = 9, B = 45, descifrado = RGHCXCXEW
A = 9, B = 46, descifrado = ODEZUZUBT
A = 9, B = 47, descifrado = LABWRWRYQ
A = 9, B = 48, descifrado = IXYTOTOVN
A = 9, B = 49, descifrado = FUVQLQLSK
A = 9, B = 50, descifrado = CRSNINIPH
A = 9, B = 51, descifrado = ZOPKFKFME
A = 9, B = 52, descifrado = WLMHCHCJB
A = 9, B = 53, descifrado = TIJEZEZGY
A = 9, B = 54, descifrado = QFGBWBWDV
A = 9, B = 55, descifrado = NCDYTYTAS
A = 9, B = 56, descifrado = KZAVQVQXP
A = 9, B = 57, descifrado = HWXSNSNUM
A = 9, B = 58, descifrado = ETUPKPKRJ
A = 9, B = 59, descifrado = BQRMHMHOG
A = 9, B = 60, descifrado = YNOJEJELD
A = 9, B = 61, descifrado = VKLGBGBIA
A = 9, B = 62, descifrado = SHIDYDYFX
A = 9, B = 63, descifrado = PEFAVAVCU
A = 9, B = 64, descifrado = MBCXSXSZR
A = 9, B = 65, descifrado = JYZUPUPWO
A = 9, B = 66, descifrado = GVWRMRMTL
A = 9, B = 67, descifrado = DSTOJOJQI
A = 9, B = 68, descifrado = APQLGLGNF
A = 9, B = 69, descifrado = XMNIDIDKC
A = 9, B = 70, descifrado = UJKFAFAHZ
A = 9, B = 71, descifrado = RGHCXCXEW
A = 9, B = 72, descifrado = ODEZUZUBT
A = 9, B = 73, descifrado = LABWRWRYQ
A = 9, B = 74, descifrado = IXYTOTOVN
A = 9, B = 75, descifrado = FUVQLQLSK
A = 9, B = 76, descifrado = CRSNINIPH
A = 9, B = 77, descifrado = ZOPKFKFME
A = 9, B = 78, descifrado = WLMHCHCJB
A = 9, B = 79, descifrado = TIJEZEZGY
A = 9, B = 80, descifrado = QFGBWBWDV
A = 9, B = 81, descifrado = NCDYTYTAS
A = 9, B = 82, descifrado = KZAVQVQXP
A = 9, B = 83, descifrado = HWXSNSNUM
A = 9, B = 84, descifrado = ETUPKPKRJ
A = 9, B = 85, descifrado = BQRMHMHOG
A = 9, B = 86, descifrado = YNOJEJELD
A = 9, B = 87, descifrado = VKLGBGBIA
A = 9, B = 88, descifrado = SHIDYDYFX
A = 9, B = 89, descifrado = PEFAVAVCU
A = 9, B = 90, descifrado = MBCXSXSZR
A = 9, B = 91, descifrado = JYZUPUPWO
A = 9, B = 92, descifrado = GVWRMRMTL
A = 9, B = 93, descifrado = DSTOJOJQI
A = 9, B = 94, descifrado = APQLGLGNF
A = 9, B = 95, descifrado = XMNIDIDKC
A = 9, B = 96, descifrado = UJKFAFAHZ
A = 9, B = 97, descifrado = RGHCXCXEW
A = 9, B = 98, descifrado = ODEZUZUBT
A = 9, B = 99, descifrado = LABWRWRYQ
A = 9, B = 100, descifrado = IXYTOTOVN
A = 11, B = 0, descifrado = SJYBEBEFP
A = 11, B = 1, descifrado = ZQFILILMW
A = 11, B = 2, descifrado = GXMPSPSTD
A = 11, B = 3, descifrado = NETWZWZAK
A = 11, B = 4, descifrado = ULADGDGHR
A = 11, B = 5, descifrado = BSHKNKNOY
A = 11, B = 6, descifrado = IZORURUVF
A = 11, B = 7, descifrado = PGVYBYBCM
A = 11, B = 8, descifrado = WNCFIFIJT
A = 11, B = 9, descifrado = DUJMPMPQA
A = 11, B = 10, descifrado = KBQTWTWXH
A = 11, B = 11, descifrado = RIXADADEO
A = 11, B = 12, descifrado = YPEHKHKLV
A = 11, B = 13, descifrado = FWLORORSC
A = 11, B = 14, descifrado = MDSVYVYZJ
A = 11, B = 15, descifrado = TKZCFCFGQ
A = 11, B = 16, descifrado = ARGJMJMNX
A = 11, B = 17, descifrado = HYNQTQTUE
A = 11, B = 18, descifrado = OFUXAXABL
A = 11, B = 19, descifrado = VMBEHEHIS
A = 11, B = 20, descifrado = CTILOLOPZ
A = 11, B = 21, descifrado = JAPSVSVWG
A = 11, B = 22, descifrado = QHWZCZCDN
A = 11, B = 23, descifrado = XODGJGJKU
A = 11, B = 24, descifrado = EVKNQNQRB
A = 11, B = 25, descifrado = LCRUXUXYI
A = 11, B = 26, descifrado = SJYBEBEFP
A = 11, B = 27, descifrado = ZQFILILMW
A = 11, B = 28, descifrado = GXMPSPSTD
A = 11, B = 29, descifrado = NETWZWZAK
A = 11, B = 30, descifrado = ULADGDGHR
A = 11, B = 31, descifrado = BSHKNKNOY
A = 11, B = 32, descifrado = IZORURUVF
A = 11, B = 33, descifrado = PGVYBYBCM
A = 11, B = 34, descifrado = WNCFIFIJT
A = 11, B = 35, descifrado = DUJMPMPQA
A = 11, B = 36, descifrado = KBQTWTWXH
A = 11, B = 37, descifrado = RIXADADEO
A = 11, B = 38, descifrado = YPEHKHKLV
A = 11, B = 39, descifrado = FWLORORSC
A = 11, B = 40, descifrado = MDSVYVYZJ
A = 11, B = 41, descifrado = TKZCFCFGQ
A = 11, B = 42, descifrado = ARGJMJMNX
A = 11, B = 43, descifrado = HYNQTQTUE
A = 11, B = 44, descifrado = OFUXAXABL
A = 11, B = 45, descifrado = VMBEHEHIS
A = 11, B = 46, descifrado = CTILOLOPZ
A = 11, B = 47, descifrado = JAPSVSVWG
A = 11, B = 48, descifrado = QHWZCZCDN
A = 11, B = 49, descifrado = XODGJGJKU
A = 11, B = 50, descifrado = EVKNQNQRB
A = 11, B = 51, descifrado = LCRUXUXYI
A = 11, B = 52, descifrado = SJYBEBEFP
A = 11, B = 53, descifrado = ZQFILILMW
A = 11, B = 54, descifrado = GXMPSPSTD
A = 11, B = 55, descifrado = NETWZWZAK
A = 11, B = 56, descifrado = ULADGDGHR
A = 11, B = 57, descifrado = BSHKNKNOY
